Batch_Number,SKU_ID,NDC_Code,Drug_Name,Therapeutic_Category,Route_Of_Administration,Dosage_Form,Packaging_Type,Supplier_ID,Supplier_Name,Country_Of_Origin,Purchase_Order_Ref,Quantity_Procured,Unit_Procurement_Cost_USD,Freight_Cost_Per_Unit_USD,Import_Tariff_Rate,Total_Procurement_Cost_USD,Unit_Selling_Price_USD,Maximum_Retail_Price_USD,Discount_Applied_Percent,Quantity_Sold,Total_Sales_Revenue_USD,Gross_Profit_USD,Sales_Channel,Payment_Method,Quantity_Remaining,Reorder_Level,Safety_Stock_Level,Stockout_Occurred,Manufacture_Date,Procurement_Date,Expiry_Date,Shelf_Life_Total_Days,Storage_Condition,Storage_Temperature_Min_C,Storage_Temperature_Max_C,Humidity_Sensitive,Prescription_Required,Controlled_Substance_Class,Quality_Control_Passed,Inspector_ID,Warehouse_Zone,Aisle_Rack_Number,Bin_Location_Code,Handling_Special_Notes,Quantity_Wasted,Wastage_Reason,Wastage_Financial_Loss_USD,Disposal_Method,Disposal_Approval_Status
BAT-2026-72021,SKU-619536,725-5668-67,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,USA,PO-52495,497,75.82,4.6,0.12,44490.64,116.92,128.61,20,404,47235.68,16604.4,Hospital Outpatient,Cash,93,200,80,0,2025-04-10,2025-06-18,2026-08-18,495,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-101,Hazmat Vault,Aisle-11-R4,BIN-561,Protect from Light,93,Expired,7051.26,Incineration,Approved
BAT-2026-32241,SKU-402218,339-9749-40,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,UK,PO-43807,970,101.4,7.04,0.0,105186.8,134.71,148.18,15,355,47822.05,11825.05,Online Fulfillment,Cash,615,200,20,0,2025-01-25,2025-03-24,2026-10-23,636,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Zone-A,Aisle-8-R2,BIN-871,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-96356,SKU-794769,416-8684-34,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,India,PO-59219,894,180.58,7.91,0.0,168510.06,289.13,318.04,20,595,172032.35,64587.25,Online Fulfillment,Credit Card,299,50,80,0,2024-09-10,2025-01-06,2025-06-06,269,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-101,Hazmat Vault,Aisle-16-R3,BIN-652,Keep Refrigerated,299,Expired,53993.42,Incineration,Approved
BAT-2026-21114,SKU-519904,476-8218-69,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,UK,PO-25855,492,37.51,0.98,0.0,18937.08,52.88,58.17,0,250,13220.0,3842.5,Online Fulfillment,Government Health Aid,242,200,40,0,2025-07-15,2025-11-01,2026-08-19,400,Cold Chain (2-8°C),2.0,8.0,1,0,Non-Controlled,1,INS-111,Zone-B,Aisle-20-R5,BIN-982,Protect from Light,242,Expired,9077.42,Incineration,Approved
BAT-2026-47196,SKU-953085,887-5616-58,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-9028,PharmaDist Inc,Switzerland,PO-16799,306,161.26,8.17,0.0,51845.58,250.43,275.47,5,133,33307.19,11859.61,Emergency ICU,Government Health Aid,173,50,20,0,2025-07-08,2025-10-17,2027-04-03,634,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Cold Vault-2,Aisle-17-R1,BIN-796,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-77561,SKU-897441,614-9641-63,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-8569,Apex Health Supplies,India,PO-36549,1138,196.32,11.73,0.05,247931.51,288.47,317.32,5,980,282700.6,90307.0,Online Fulfillment,Credit Card,158,50,40,0,2025-06-08,2025-08-13,2027-02-03,605,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-105,Cold Vault-1,Aisle-4-R1,BIN-268,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-97012,SKU-676818,265-4271-87,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-8569,Apex Health Supplies,India,PO-41407,1981,190.91,13.48,0.12,450279.72,301.91,332.1,5,1435,433240.85,159285.0,In-Store Pharmacy,Cash,546,100,80,0,2025-07-28,2025-09-22,2027-04-22,633,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-109,Zone-A,Aisle-3-R1,BIN-143,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-92960,SKU-138479,241-5096-16,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Germany,PO-88250,1677,15.65,0.66,0.0,27351.87,25.83,28.41,15,670,17306.1,6820.6,In-Store Pharmacy,Cash,1007,50,80,0,2025-01-09,2025-02-08,2026-04-29,475,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Cold Vault-2,Aisle-1-R1,BIN-451,Protect from Light,1007,Expired,15759.55,Incineration,Approved
BAT-2026-91167,SKU-576919,756-8873-57,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-9028,PharmaDist Inc,Germany,PO-86812,991,94.09,5.54,0.05,103395.49,133.75,147.12,5,562,75167.5,22288.92,Emergency ICU,Credit Card,429,50,80,0,2024-10-01,2025-01-11,2025-09-13,347,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-11-R1,BIN-618,Protect from Light,429,Expired,40364.61,Incineration,Approved
BAT-2026-53933,SKU-192337,667-2680-76,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-40997,1584,57.9,3.27,0.12,107898.91,79.84,87.82,15,1421,113452.64,31176.74,Online Fulfillment,Cash,163,50,20,0,2025-09-05,2025-12-02,2027-05-12,614,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-105,Cold Vault-1,Aisle-11-R3,BIN-980,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-22240,SKU-429795,971-3042-46,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,UK,PO-74615,1814,169.28,6.42,0.18,373993.11,259.72,285.69,5,1268,329324.96,114677.92,Online Fulfillment,Government Health Aid,546,100,80,0,2025-06-26,2025-09-18,2027-02-20,604,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Zone-B,Aisle-7-R2,BIN-740,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-40784,SKU-364659,185-3626-44,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Germany,PO-76666,1698,66.81,1.77,0.18,136868.65,87.87,96.66,10,1199,105356.13,25250.94,Online Fulfillment,Government Health Aid,499,200,40,0,2025-08-16,2025-09-17,2026-07-04,322,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule II,1,INS-108,Cold Vault-1,Aisle-7-R3,BIN-248,Standard Handling,499,Expired,33338.19,Incineration,Approved
BAT-2026-98184,SKU-438977,560-9410-28,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-76115,963,111.51,2.66,0.18,129274.85,147.8,162.58,15,461,68135.8,16729.69,Online Fulfillment,Cash,502,100,80,0,2025-02-18,2025-04-15,2025-11-13,268,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Zone-A,Aisle-3-R3,BIN-713,Fragile Glass,502,Expired,55978.02,Incineration,Approved
BAT-2026-50687,SKU-221552,950-8167-21,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Germany,PO-60469,842,3.58,0.28,0.18,3792.7,5.78,6.36,15,410,2369.8,902.0,Hospital Outpatient,Credit Card,432,50,80,0,2024-11-09,2025-03-05,2025-10-02,327,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-20-R3,BIN-449,Protect from Light,432,Expired,1546.56,Incineration,Approved
BAT-2026-39444,SKU-910075,327-8391-54,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Germany,PO-25083,1364,41.73,2.44,0.18,70493.43,58.5,64.35,20,596,34866.0,9994.92,Hospital Outpatient,Cash,768,50,20,0,2025-05-25,2025-07-06,2026-06-21,392,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-19-R4,BIN-653,Keep Refrigerated,768,Expired,32048.64,Incineration,Approved
BAT-2026-36100,SKU-523808,127-7797-16,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-45296,663,113.63,8.15,0.12,89780.54,174.32,191.75,5,598,104243.36,36292.62,Online Fulfillment,Government Health Aid,65,50,80,0,2025-01-25,2025-05-17,2026-05-30,490,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-106,Hazmat Vault,Aisle-16-R3,BIN-747,Fragile Glass,65,Expired,7385.95,Incineration,Pending Audit
BAT-2026-29313,SKU-639593,505-9224-57,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-9028,PharmaDist Inc,UK,PO-17947,1120,62.17,2.22,0.0,72116.8,93.7,103.07,10,972,91076.4,30647.16,Hospital Outpatient,Cash,148,100,40,0,2025-01-01,2025-01-21,2026-10-29,666,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-112,Zone-B,Aisle-6-R3,BIN-951,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-13201,SKU-964998,341-7326-20,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,India,PO-51724,195,125.3,7.85,0.18,30362.28,204.49,224.94,10,104,21266.96,8235.76,Online Fulfillment,Cash,91,100,40,0,2024-11-12,2025-02-10,2026-10-30,717,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-107,Hazmat Vault,Aisle-10-R1,BIN-862,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-16057,SKU-101206,483-4678-13,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,Germany,PO-70925,1857,93.86,6.9,0.0,187111.32,120.34,132.37,20,1223,147175.82,32385.04,Emergency ICU,Cash,634,50,20,0,2025-03-12,2025-04-18,2026-08-17,523,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-18-R2,BIN-263,Fragile Glass,634,Expired,59507.24,Incineration,Approved
BAT-2026-42092,SKU-789606,426-2623-93,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,Switzerland,PO-82498,584,119.15,4.52,0.0,72223.28,157.62,173.38,0,273,43030.26,10502.31,Emergency ICU,Cash,311,100,20,0,2025-06-28,2025-08-24,2026-03-02,247,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-5-R2,BIN-971,Protect from Light,311,Expired,37055.65,Incineration,Approved
BAT-2026-72277,SKU-668950,443-3392-27,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,USA,PO-63356,1530,99.69,2.89,0.0,156947.4,134.85,148.34,5,656,88461.6,23064.96,In-Store Pharmacy,Insurance,874,100,40,0,2025-07-27,2025-08-19,2027-02-11,564,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Cold Vault-1,Aisle-14-R1,BIN-917,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-90120,SKU-584417,139-5700-70,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-9028,PharmaDist Inc,Switzerland,PO-18579,330,154.98,10.22,0.0,54516.0,215.82,237.4,0,217,46832.94,13202.28,Emergency ICU,Cash,113,50,80,0,2025-05-24,2025-06-23,2026-02-18,270,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-105,Zone-A,Aisle-18-R5,BIN-687,Fragile Glass,113,Expired,17512.74,Incineration,Pending Audit
BAT-2026-19545,SKU-533321,812-3273-70,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Germany,PO-73461,848,40.69,3.01,0.0,37057.6,56.2,61.82,10,683,38384.6,10593.33,Online Fulfillment,Government Health Aid,165,200,40,0,2025-05-13,2025-07-02,2025-11-15,186,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-110,Zone-A,Aisle-14-R2,BIN-242,Protect from Light,165,Expired,6713.85,Incineration,Pending Audit
BAT-2026-69692,SKU-156837,559-1086-20,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,Switzerland,PO-13788,1778,180.29,12.32,0.12,380927.25,247.06,271.77,15,1496,369601.76,99887.92,Emergency ICU,Government Health Aid,282,100,20,0,2025-01-12,2025-02-14,2026-09-03,599,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule IV,1,INS-104,Cold Vault-2,Aisle-18-R5,BIN-935,Standard Handling,238,Recall,42909.02,N/A,Approved
BAT-2026-64321,SKU-296694,119-5193-37,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,UK,PO-63411,1294,152.58,10.4,0.0,210896.12,234.99,258.49,20,680,159793.2,56038.8,Hospital Outpatient,Government Health Aid,614,50,20,0,2025-03-11,2025-06-30,2026-06-13,459,Cold Chain (2-8°C),2.0,8.0,0,1,Schedule IV,1,INS-109,Hazmat Vault,Aisle-16-R3,BIN-911,Keep Refrigerated,614,Expired,93684.12,Incineration,Approved
BAT-2026-92544,SKU-643623,955-3449-80,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-8569,Apex Health Supplies,USA,PO-93039,640,50.54,2.83,0.12,38038.27,69.34,76.27,10,481,33352.54,9042.8,Online Fulfillment,Cash,159,50,40,0,2025-02-15,2025-04-24,2026-10-12,604,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-102,Cold Vault-2,Aisle-8-R1,BIN-310,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-85454,SKU-479353,844-9647-64,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-9028,PharmaDist Inc,Germany,PO-40636,1159,3.26,0.19,0.12,4451.95,4.73,5.2,5,751,3552.23,1103.97,Emergency ICU,Cash,408,50,20,0,2025-05-04,2025-06-09,2026-04-28,359,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-5-R4,BIN-944,Fragile Glass,408,Expired,1330.08,Incineration,Approved
BAT-2026-35485,SKU-752878,213-5720-40,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-8569,Apex Health Supplies,Switzerland,PO-12440,624,83.19,5.06,0.0,55068.0,136.29,149.92,20,266,36253.14,14124.6,Online Fulfillment,Cash,358,50,40,0,2025-07-06,2025-10-18,2027-04-20,653,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-104,Cold Vault-2,Aisle-4-R1,BIN-809,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-60328,SKU-893188,408-2996-16,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,India,PO-45279,1283,48.13,3.05,0.12,73074.03,68.03,74.83,0,1177,80071.31,23422.3,In-Store Pharmacy,Government Health Aid,106,200,40,0,2024-12-07,2025-02-07,2025-10-23,320,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Zone-B,Aisle-5-R4,BIN-505,Fragile Glass,106,Expired,5101.78,Incineration,Approved
BAT-2026-74799,SKU-622707,344-7878-91,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-8569,Apex Health Supplies,Switzerland,PO-82623,1962,70.59,4.19,0.18,171647.92,106.88,117.57,15,1777,189925.76,64487.33,Hospital Outpatient,Cash,185,50,40,0,2025-09-04,2025-11-28,2026-09-23,384,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-110,Cold Vault-2,Aisle-16-R4,BIN-183,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-62383,SKU-755788,912-8489-18,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,Switzerland,PO-86830,1822,168.24,13.43,0.18,386178.73,283.4,311.74,20,788,223319.2,90746.08,Emergency ICU,Government Health Aid,1034,50,80,0,2024-12-18,2025-01-23,2025-12-23,370,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Zone-B,Aisle-16-R2,BIN-943,Fragile Glass,1034,Expired,173960.16,Incineration,Approved
BAT-2026-41979,SKU-563513,213-9189-86,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Germany,PO-98486,1366,175.69,6.25,0.18,291728.7,252.34,277.57,20,1204,303817.36,92286.6,Hospital Outpatient,Cash,162,200,80,0,2025-01-04,2025-03-16,2026-07-28,570,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-111,Zone-B,Aisle-1-R5,BIN-529,Fragile Glass,162,Expired,28461.78,Incineration,Approved
BAT-2026-29342,SKU-896907,648-1269-90,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,UK,PO-23305,1209,190.3,8.59,0.0,240458.01,253.62,278.98,10,1055,267569.1,66802.6,Hospital Outpatient,Insurance,154,200,80,0,2025-03-25,2025-05-10,2026-07-14,476,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-105,Zone-A,Aisle-12-R4,BIN-214,Fragile Glass,154,Expired,29306.2,Incineration,Approved
BAT-2026-95990,SKU-154118,627-4963-28,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-0769,BioCare Distribution,India,PO-42285,1919,2.29,0.1,0.18,5377.42,2.89,3.18,15,1018,2942.02,610.8,Emergency ICU,Insurance,901,50,40,0,2025-07-01,2025-09-28,2027-05-14,682,Room Temperature (15-25°C),15.0,25.0,0,0,Schedule II,1,INS-109,Cold Vault-2,Aisle-19-R5,BIN-613,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-10726,SKU-313446,398-8032-10,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-8569,Apex Health Supplies,UK,PO-82706,677,132.15,2.92,0.05,95915.67,208.47,229.32,15,452,94228.44,34496.64,Online Fulfillment,Government Health Aid,225,100,20,0,2025-06-15,2025-07-05,2026-01-24,223,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-109,Cold Vault-1,Aisle-6-R4,BIN-657,Fragile Glass,225,Expired,29733.75,Incineration,Approved
BAT-2026-23970,SKU-380028,729-6780-40,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-9028,PharmaDist Inc,UK,PO-95400,781,170.1,10.63,0.05,147792.54,263.3,289.63,15,695,182993.5,64774.0,Hospital Outpatient,Cash,86,200,40,0,2025-09-30,2025-11-01,2027-02-01,489,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-105,Cold Vault-1,Aisle-1-R4,BIN-142,Keep Refrigerated,36,Temperature Breach,6123.6,Hazardous Bio-Waste,Approved
BAT-2026-65724,SKU-675898,684-7825-33,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,India,PO-26458,656,145.99,7.93,0.05,105759.99,244.27,268.7,15,273,66685.71,26830.44,Hospital Outpatient,Government Health Aid,383,50,20,0,2025-04-30,2025-05-27,2026-09-03,491,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-112,Zone-B,Aisle-19-R3,BIN-632,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-38683,SKU-237377,780-2402-77,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,USA,PO-49926,1697,22.58,0.71,0.18,46420.42,35.34,38.87,15,901,31841.34,11496.76,Hospital Outpatient,Credit Card,796,200,80,0,2024-10-31,2025-02-24,2026-09-16,685,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,0,INS-101,Cold Vault-1,Aisle-11-R1,BIN-206,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-33053,SKU-402020,469-2108-77,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,UK,PO-84481,1112,106.9,6.8,0.12,140699.14,137.48,151.23,10,946,130056.08,28928.68,Emergency ICU,Credit Card,166,100,40,0,2025-08-02,2025-11-05,2027-05-18,654,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Zone-B,Aisle-12-R1,BIN-689,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-77889,SKU-559398,657-9312-74,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,India,PO-63313,745,49.16,1.64,0.05,39677.21,65.14,71.65,15,569,37064.66,9092.62,Online Fulfillment,Credit Card,176,100,40,0,2025-08-31,2025-12-02,2026-10-14,409,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-6-R2,BIN-104,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-70889,SKU-832168,667-1333-59,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,Switzerland,PO-68455,895,99.42,5.18,0.12,104294.71,128.88,141.77,10,703,90602.64,20710.38,In-Store Pharmacy,Insurance,192,50,80,0,2024-12-18,2025-02-19,2025-07-13,207,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-112,Hazmat Vault,Aisle-20-R3,BIN-360,Fragile Glass,192,Expired,19088.64,Incineration,Approved
BAT-2026-16582,SKU-608257,994-8702-15,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,Germany,PO-20998,1151,13.86,0.93,0.12,18937.63,17.72,19.49,10,980,17365.6,3782.8,Online Fulfillment,Government Health Aid,171,200,40,0,2025-02-08,2025-06-02,2025-08-09,182,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-112,Cold Vault-1,Aisle-13-R2,BIN-663,Fragile Glass,171,Expired,2370.06,Incineration,Approved
BAT-2026-83060,SKU-227324,750-7338-57,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,USA,PO-93335,1743,199.4,14.83,0.0,373402.89,328.09,360.9,15,1021,334979.89,131392.49,Emergency ICU,Insurance,722,50,40,0,2025-09-02,2025-10-07,2026-08-05,337,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-4-R2,BIN-780,Protect from Light,722,Expired,143966.8,Incineration,Approved
BAT-2026-42662,SKU-130271,359-1266-55,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,India,PO-75592,1679,142.91,8.62,0.05,266416.16,213.91,235.3,0,981,209845.71,69651.0,Hospital Outpatient,Cash,698,200,40,0,2025-06-24,2025-07-11,2026-09-15,448,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-106,Cold Vault-1,Aisle-11-R3,BIN-268,Keep Refrigerated,86,Temperature Breach,12290.26,Hazardous Bio-Waste,Approved
BAT-2026-25906,SKU-760626,907-2106-54,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-5813,Nexus BioPharma,USA,PO-36667,1463,20.42,1.03,0.0,31381.35,25.77,28.35,5,881,22703.37,4713.35,In-Store Pharmacy,Government Health Aid,582,200,80,0,2025-09-01,2025-11-17,2027-01-01,487,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Cold Vault-2,Aisle-3-R3,BIN-857,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-69829,SKU-738448,346-2698-84,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,Switzerland,PO-28660,1921,184.41,13.04,0.0,379301.45,263.46,289.81,15,1694,446301.24,133910.7,Online Fulfillment,Insurance,227,50,20,0,2025-07-10,2025-08-04,2027-05-04,663,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-20-R4,BIN-332,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-27477,SKU-938141,852-6447-27,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-5813,Nexus BioPharma,Germany,PO-58929,1454,179.66,12.65,0.0,279618.74,286.42,315.06,5,1249,357738.58,133343.24,Emergency ICU,Credit Card,205,100,20,0,2025-04-10,2025-04-25,2026-02-11,307,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-1-R5,BIN-800,Protect from Light,205,Expired,36830.3,Incineration,Approved
BAT-2026-70901,SKU-350921,145-6772-79,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-9028,PharmaDist Inc,Germany,PO-80836,1763,104.91,7.62,0.18,231682.53,135.07,148.58,10,1554,209898.78,46868.64,Hospital Outpatient,Credit Card,209,200,40,0,2025-01-19,2025-02-03,2026-05-08,474,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Zone-A,Aisle-19-R4,BIN-826,Keep Refrigerated,209,Expired,21926.19,Incineration,Approved
BAT-2026-97500,SKU-844261,446-3868-97,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-32044,1629,140.77,4.35,0.0,236400.48,192.59,211.85,0,824,158694.16,42699.68,Hospital Outpatient,Insurance,805,50,20,0,2025-04-08,2025-05-15,2026-12-06,607,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Zone-A,Aisle-6-R3,BIN-906,Protect from Light,373,Contamination,52507.21,Incineration,Approved
BAT-2026-79616,SKU-266071,575-8840-90,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-5813,Nexus BioPharma,Switzerland,PO-42133,1471,75.75,1.96,0.12,127682.8,99.98,109.98,10,1168,116776.64,28300.64,Emergency ICU,Cash,303,50,20,0,2024-12-21,2025-01-16,2025-12-19,363,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-106,Hazmat Vault,Aisle-9-R2,BIN-442,Keep Refrigerated,303,Expired,22952.25,Incineration,Pending Audit
